Date,Latitude,Longitude,CO2_Concentration,CO_Concentration,CH4_Concentration
2023-09-11,88.84145404955251,-56.91857278858886,394.51085766362723,-0.29883753780162625,1.5740565289976682
2023-09-11,16.11236919476812,33.991750287207196,432.8249892176051,3.3239944671183226,3.3944287167921607
2023-09-12,47.08593518602751,111.13675814533713,418.15992040069636,1.7732153671117181,2.6831442036101074
2023-09-12,-84.89699203577099,132.6320564988972,402.11808474116623,-0.12362530877525572,1.718305913101793
2023-09-12,-8.164931054832891,-28.791438878872384,433.6857873416938,3.7199971107111907,3.5603234419251026
2023-09-12,62.47399794961444,172.2894208922384,409.47022774674144,1.010699995288287,2.2136555908736066
2023-09-12,-34.65122902926544,-173.12975554366187,422.0120414133837,2.3924403920124244,2.8628562403577726
2023-09-12,-68.71850793655504,31.02555382187049,405.7933226962239,0.6841886601378606,2.0970857792784727
2023-09-12,27.899059469225108,74.45869532455924,427.3970731377199,2.7212781810393762,3.10354790662525
2023-09-12,33.2735431781835,24.191460251246724,426.50185212748045,2.463307503597476,3.0903459959335655
2023-09-12,88.84145404955251,-56.91857278858886,393.98493172778944,-0.30914525090763983,1.597223911403614
2023-09-12,16.11236919476812,33.991750287207196,429.90814976167553,3.318859292531427,3.347942894534951
2023-09-13,47.08593518602751,111.13675814533713,416.5393733615081,1.7645955281518186,2.7580272143409017
2023-09-13,-84.89699203577099,132.6320564988972,398.75150211947135,-0.123895106401838,1.5679113796103
2023-09-13,-8.164931054832891,-28.791438878872384,437.0222130438704,3.721020916836738,3.622778078450081
2023-09-13,62.47399794961444,172.2894208922384,410.12702801629035,0.9991482911794586,2.274940149521732
2023-09-13,-34.65122902926544,-173.12975554366187,423.91795458003753,2.3893417275228748,2.9947857346041626
2023-09-13,-68.71850793655504,31.02555382187049,404.6954036409591,0.6809584249787861,2.1174373678473244
2023-09-13,27.899059469225108,74.45869532455924,428.04802844057724,2.737075729284712,3.1332212271266098
2023-09-13,33.2735431781835,24.191460251246724,422.7879664409938,2.444953129013787,2.9458918878373344
2023-09-13,88.84145404955251,-56.91857278858886,395.0952804960729,-0.3367351688178487,1.532545969795382
2023-09-13,16.11236919476812,33.991750287207196,433.09018437506256,3.3241081039008664,3.4083871933178282
2023-09-14,47.08593518602751,111.13675814533713,412.68914306778316,1.749953200981623,2.6561791135138377
2023-09-14,-84.89699203577099,132.6320564988972,397.8839012615825,-0.12076935587795594,1.688949649809048
2023-09-14,-8.164931054832891,-28.791438878872384,436.71397330107186,3.7107707200185067,3.595038254073251
2023-09-14,62.47399794961444,172.2894208922384,412.629120138058,0.988829224482079,2.2942380153728554
2023-09-14,-34.65122902926544,-173.12975554366187,422.16939735771524,2.401759682264497,2.94927080199984
2023-09-14,-68.71850793655504,31.02555382187049,407.3526484298094,0.6761607446435975,2.128754610651352
2023-09-14,27.899059469225108,74.45869532455924,422.40617993820297,2.7325567450132087,3.161042431306117
2023-09-14,33.2735431781835,24.191460251246724,426.6541190551896,2.472019504318852,2.888279761025519
2023-09-14,88.84145404955251,-56.91857278858886,397.0740764601473,-0.2979871990427991,1.545635107955917
2023-09-14,16.11236919476812,33.991750287207196,431.75901033186403,3.311402672282504,3.3666998859252137
2023-09-15,47.08593518602751,111.13675814533713,415.2591612500639,1.7766757703804168,2.641774977757543
2023-09-15,-84.89699203577099,132.6320564988972,397.02330682204297,-0.11282855848802631,1.7917751523968672
2023-09-15,-8.164931054832891,-28.791438878872384,437.3391381252013,3.7282182446760412,3.6521692523937515
2023-09-15,62.47399794961444,172.2894208922384,410.3541214039979,1.0015325668760549,2.251952658084999
2023-09-15,-34.65122902926544,-173.12975554366187,423.9235760607729,2.3944171810407306,2.8511306514181087
2023-09-15,-68.71850793655504,31.02555382187049,403.5868078747568,0.6677248598922859,2.148308563112153
2023-09-15,27.899059469225108,74.45869532455924,424.84039946948957,2.7084677041012153,3.096354219856477
2023-09-15,33.2735431781835,24.191460251246724,420.8463387425936,2.4465670207496832,2.996789940266401
2023-09-15,88.84145404955251,-56.91857278858886,393.2999558779652,-0.3227706637963418,1.5461380924610577
2023-09-15,16.11236919476812,33.991750287207196,432.7209602689726,3.3114536441067886,3.4695667343863636
2023-09-16,47.08593518602751,111.13675814533713,416.5706916485167,1.7613289203968039,2.697236145146652
2023-09-16,-84.89699203577099,132.6320564988972,399.7016419294804,-0.14797321621271614,1.6312013140370494
2023-09-16,-8.164931054832891,-28.791438878872384,436.09096446325844,3.7040719467839356,3.6237588995468473
2023-09-16,62.47399794961444,172.2894208922384,412.6310561717018,0.988491794253371,2.258814122150713
2023-09-16,-34.65122902926544,-173.12975554366187,423.8724626101606,2.390388963274279,2.944119617760523
2023-09-16,-68.71850793655504,31.02555382187049,408.96265308396323,0.6641035507062386,2.1534688890476206
2023-09-16,27.899059469225108,74.45869532455924,425.7972958359292,2.7198514992714222,3.0693511827353377
2023-09-16,33.2735431781835,24.191460251246724,421.87146738378897,2.454950670431893,3.021785171908008
2023-09-16,88.84145404955251,-56.91857278858886,399.6888480059541,-0.3145791283596563,1.6124678022346268
2023-09-16,16.11236919476812,33.991750287207196,431.3845921711362,3.324752910028199,3.398319224947903
2023-09-17,47.08593518602751,111.13675814533713,414.9178049264018,1.7661358343228533,2.6758664519852893
2023-09-17,-84.89699203577099,132.6320564988972,396.4226716676285,-0.14229785285733837,1.7074501666632178
2023-09-17,-8.164931054832891,-28.791438878872384,431.9420434957238,3.697154368690854,3.59280391358909
2023-09-17,62.47399794961444,172.2894208922384,406.54934401462634,0.9999106386831189,2.250130699943406
2023-09-17,-34.65122902926544,-173.12975554366187,423.0604961034067,2.3888468280271598,2.970797146407538
2023-09-17,-68.71850793655504,31.02555382187049,403.30917097919786,0.6786190200714216,2.1352071534103683
2023-09-17,27.899059469225108,74.45869532455924,424.6759952319114,2.7269877459628074,3.205633901505039
2023-09-17,33.2735431781835,24.191460251246724,419.6673376015193,2.4531012842080644,2.928538991260797
2023-09-17,88.84145404955251,-56.91857278858886,396.26438247468246,-0.3288763097287204,1.6315108834399012
2023-09-17,16.11236919476812,33.991750287207196,431.0288612639493,3.3200706536000357,3.3762228435674393
2023-09-18,47.08593518602751,111.13675814533713,415.243044350693,1.7401992410871214,2.6493519977329982
2023-09-18,-84.89699203577099,132.6320564988972,396.9675488776566,-0.13915440160364442,1.706923342585418
2023-09-18,-8.164931054832891,-28.791438878872384,433.70458737299924,3.697304422777256,3.5741651988183705
2023-09-18,62.47399794961444,172.2894208922384,406.5387462555227,1.002260318301784,2.217314676935235
2023-09-18,-34.65122902926544,-173.12975554366187,425.4163158117516,2.3821876383434955,2.8617123343168336
2023-09-18,-68.71850793655504,31.02555382187049,406.01252257525846,0.672357750502014,2.0747320056839125
2023-09-18,27.899059469225108,74.45869532455924,426.4763041696388,2.735965579794564,3.1009943046653645
2023-09-18,33.2735431781835,24.191460251246724,422.8946350973082,2.4549819764838263,2.9372739771946
2023-09-18,88.84145404955251,-56.91857278858886,392.1885077638903,-0.3263330076662301,1.5146164130296524
2023-09-18,16.11236919476812,33.991750287207196,433.9249263093221,3.3154139483340748,3.363478222477874
2023-09-19,47.08593518602751,111.13675814533713,414.9384464004014,1.75587282692765,2.5498964232409556
2023-09-19,-84.89699203577099,132.6320564988972,398.89090121228253,-0.13418154953106126,1.6448035524726137
2023-09-19,-8.164931054832891,-28.791438878872384,433.0145834252131,3.6976053156549833,3.635386346240041
2023-09-19,62.47399794961444,172.2894208922384,404.7777527705449,0.9861392345905783,2.2116611715073726
2023-09-19,-34.65122902926544,-173.12975554366187,423.83125812692435,2.3857340285763478,2.9155065344410573
2023-09-19,-68.71850793655504,31.02555382187049,405.90701497831327,0.664246352599245,2.034703201789732
2023-09-19,27.899059469225108,74.45869532455924,427.8086334512265,2.7103295973973203,3.0920555033515993
2023-09-19,33.2735431781835,24.191460251246724,423.56701065366445,2.4552244401835157,2.9789461643917594
2023-09-19,88.84145404955251,-56.91857278858886,395.96083301115596,-0.3236881730586178,1.5256161889936448
2023-09-19,16.11236919476812,33.991750287207196,433.55416257260185,3.3135392832432844,3.3378511014407923
2023-09-20,47.08593518602751,111.13675814533713,416.5043374210331,1.7625696256924832,2.601517318866134
2023-09-20,-84.89699203577099,132.6320564988972,397.89437598680195,-0.13318471814688024,1.5718143860234488
2023-09-20,-8.164931054832891,-28.791438878872384,437.58905267499676,3.7086071631758086,3.5815709561331817
2023-09-20,62.47399794961444,172.2894208922384,409.44194921984547,0.984777786258319,2.284940383650302
2023-09-20,-34.65122902926544,-173.12975554366187,421.853260158934,2.3798810665328443,2.9750496127392814
2023-09-20,-68.71850793655504,31.02555382187049,405.4493302028643,0.6720645348022284,2.093105020695479
2023-09-20,27.899059469225108,74.45869532455924,425.76109554586964,2.7168645217405003,3.090288210582453
2023-09-20,33.2735431781835,24.191460251246724,423.1220372326359,2.4395490574178047,2.9510560523372784
2023-09-20,88.84145404955251,-56.91857278858886,397.228227945438,-0.33292562879644094,1.6723605844047063
2023-09-20,16.11236919476812,33.991750287207196,430.1822552150015,3.302126022723013,3.3756924976319107
2023-09-21,47.08593518602751,111.13675814533713,417.864205110543,1.7366807305853627,2.605885296172598
2023-09-21,-84.89699203577099,132.6320564988972,397.9731900849392,-0.11535585831987463,1.5567015274074867
2023-09-21,-8.164931054832891,-28.791438878872384,436.2286519088878,3.703254584329785,3.642545802411722
2023-09-21,62.47399794961444,172.2894208922384,407.86411450270737,0.9907285866985645,2.2378980132221318
2023-09-21,-34.65122902926544,-173.12975554366187,421.85902779869383,2.378873095456786,2.903940038860734
2023-09-21,-68.71850793655504,31.02555382187049,405.54956012717446,0.6722524914851778,2.0734176232874977
2023-09-21,27.899059469225108,74.45869532455924,428.37604924592165,2.7147536243750174,3.164742266769826
2023-09-21,33.2735431781835,24.191460251246724,423.7600628403005,2.437772171275745,2.9626030082661305
2023-09-21,88.84145404955251,-56.91857278858886,395.7486405992441,-0.3334985655033471,1.6972789719640011
2023-09-21,16.11236919476812,33.991750287207196,433.548077423972,3.308349294690278,3.377421525793589
2023-09-22,47.08593518602751,111.13675814533713,420.00641919726417,1.7325964312801125,2.6004654600111987
2023-09-22,-84.89699203577099,132.6320564988972,400.05695604078505,-0.14941348962437587,1.6989051970048321
2023-09-22,-8.164931054832891,-28.791438878872384,433.8618757942685,3.6955246826471573,3.652306024419803
2023-09-22,62.47399794961444,172.2894208922384,407.7589578271756,0.9672819812691772,2.2344658393014267
2023-09-22,-34.65122902926544,-173.12975554366187,425.3019484581975,2.3727584942607485,2.9816247381773624
2023-09-22,-68.71850793655504,31.02555382187049,408.3460162152575,0.6566594377396127,2.028857100016589
2023-09-22,27.899059469225108,74.45869532455924,424.49241683590833,2.726199496842664,3.0475975640311512
2023-09-22,33.2735431781835,24.191460251246724,417.3549640523351,2.4192421364983505,2.9390608677970316
2023-09-22,88.84145404955251,-56.91857278858886,394.7032042959393,-0.3532088958267992,1.6056712112043348
2023-09-22,16.11236919476812,33.991750287207196,431.5117849271936,3.292987475652825,3.400876229220897
2023-09-23,47.08593518602751,111.13675814533713,418.46581705178846,1.7507687991108531,2.595979420512365
2023-09-23,-84.89699203577099,132.6320564988972,395.99120372189054,-0.1396320026822277,1.6800869735055255
2023-09-23,-8.164931054832891,-28.791438878872384,435.4965129690128,3.7109198233743843,3.5601794460592573
2023-09-23,62.47399794961444,172.2894208922384,409.0310493275017,0.9847410217314494,2.260837116355014
2023-09-23,-34.65122902926544,-173.12975554366187,423.00368441779784,2.3781493710187656,2.932942990135828
2023-09-23,-68.71850793655504,31.02555382187049,406.189653860141,0.663299337240521,2.0988644896258424
2023-09-23,27.899059469225108,74.45869532455924,425.4598092702864,2.7228238214176774,3.096553387450736
2023-09-23,33.2735431781835,24.191460251246724,422.2590402127069,2.4415779236401165,2.9584146514702443
2023-09-23,88.84145404955251,-56.91857278858886,393.85119654449977,-0.3333974441006936,1.5947975234936518
2023-09-23,16.11236919476812,33.991750287207196,435.09786427341953,3.283486834053788,3.431549591675709
2023-09-24,47.08593518602751,111.13675814533713,418.84536425780385,1.7592134525471268,2.6735847314493375
2023-09-24,-84.89699203577099,132.6320564988972,395.77751055704346,-0.15142953673051607,1.689002828321406
2023-09-24,-8.164931054832891,-28.791438878872384,431.63577141378954,3.701745708267122,3.604417851340625
2023-09-24,62.47399794961444,172.2894208922384,408.5299615170619,0.9822212637410341,2.2265727036736984
2023-09-24,-34.65122902926544,-173.12975554366187,419.626095427242,2.372820232624542,2.822132860462815
2023-09-24,-68.71850793655504,31.02555382187049,404.34069686161183,0.6797853268898467,2.108228032641508
2023-09-24,27.899059469225108,74.45869532455924,423.2747044650487,2.709887015231338,3.1597235276117805
2023-09-24,33.2735431781835,24.191460251246724,419.5975966383234,2.445484547953883,2.9401466208885862
2023-09-24,88.84145404955251,-56.91857278858886,396.69350335980386,-0.342279471202725,1.4942456179417394
2023-09-24,16.11236919476812,33.991750287207196,432.21958248708216,3.292451320497548,3.3791653924438125
2023-09-25,47.08593518602751,111.13675814533713,420.6402674419393,1.7537010853695658,2.627379622757097
2023-09-25,-84.89699203577099,132.6320564988972,393.4559275066065,-0.13564245208896067,1.734351099170542
2023-09-25,-8.164931054832891,-28.791438878872384,435.1390536558329,3.6986098000772656,3.6225988526324087
2023-09-25,62.47399794961444,172.2894208922384,407.7426224133561,0.983356568588916,2.205714044027426
2023-09-25,-34.65122902926544,-173.12975554366187,421.4075631980315,2.3686100131515455,2.9624585837640374
2023-09-25,-68.71850793655504,31.02555382187049,405.7659746263941,0.6670824553035541,1.9619050250858265
2023-09-25,27.899059469225108,74.45869532455924,430.9831588000103,2.7124480998239466,3.188278733740636
2023-09-25,33.2735431781835,24.191460251246724,422.9757872908879,2.4353056705885536,2.9499123342586224
2023-09-25,88.84145404955251,-56.91857278858886,396.94321197291856,-0.3367204140196743,1.533304912121756
2023-09-25,16.11236919476812,33.991750287207196,431.2959152331285,3.289048160330099,3.433858347831335
2023-09-26,47.08593518602751,111.13675814533713,418.4717787681378,1.7437604442713264,2.664193702543592
2023-09-26,-84.89699203577099,132.6320564988972,398.4359660090705,-0.13483665121434638,1.6414490559032775
2023-09-26,-8.164931054832891,-28.791438878872384,434.67485187201845,3.6840207738570623,3.5790004411378016
2023-09-26,62.47399794961444,172.2894208922384,406.55506352024275,0.9772533387878298,2.2518142611918286
2023-09-26,-34.65122902926544,-173.12975554366187,422.91336504631664,2.358719589386274,2.9121715488075512
2023-09-26,-68.71850793655504,31.02555382187049,407.8999758179021,0.65159023279754,2.1216081778462166
2023-09-26,27.899059469225108,74.45869532455924,428.2915984502934,2.7172861667755304,3.07209771766937
2023-09-26,33.2735431781835,24.191460251246724,425.7523287780943,2.4421049103478474,2.900451837217806
2023-09-26,88.84145404955251,-56.91857278858886,396.6202316184995,-0.34377773474499745,1.6281162628274946
2023-09-26,16.11236919476812,33.991750287207196,431.5578169677668,3.2898827217455056,3.3779036892843335
2023-09-27,47.08593518602751,111.13675814533713,414.42944252695577,1.7487594964082667,2.647827286272567
2023-09-27,-84.89699203577099,132.6320564988972,396.68517301893263,-0.15142475008018302,1.6552182339490673
2023-09-27,-8.164931054832891,-28.791438878872384,435.2574964838442,3.6988537551066227,3.56128367448598
2023-09-27,62.47399794961444,172.2894208922384,408.3550565085791,0.9894352571944034,2.1557746626172194
2023-09-27,-34.65122902926544,-173.12975554366187,423.4417317628027,2.356341802834604,2.9532335704171233
2023-09-27,-68.71850793655504,31.02555382187049,408.3151230903333,0.6673533498652247,2.1127988134202353
2023-09-27,27.899059469225108,74.45869532455924,428.5790875795464,2.7275509740318356,3.118131869956475
2023-09-27,33.2735431781835,24.191460251246724,424.0007906027825,2.4278492653443644,2.9186223288879938
2023-09-27,88.84145404955251,-56.91857278858886,393.94730484876436,-0.35228341155456094,1.5472004601800142
2023-09-27,16.11236919476812,33.991750287207196,430.820856662252,3.2906661304768163,3.327895169028061
2023-09-28,47.08593518602751,111.13675814533713,416.30557204015264,1.7390202147473144,2.5728589292516966
2023-09-28,-84.89699203577099,132.6320564988972,395.9863756812225,-0.14726633903473435,1.682787954099519
2023-09-28,-8.164931054832891,-28.791438878872384,435.7804677332597,3.6910588964672684,3.632618922225467
2023-09-28,62.47399794961444,172.2894208922384,405.2649732077616,0.9736744335093644,2.322909599593567
2023-09-28,-34.65122902926544,-173.12975554366187,423.2632699656718,2.3587032776211903,2.8873958462090368
2023-09-28,-68.71850793655504,31.02555382187049,405.587607157521,0.665960490750829,2.03225658377845
2023-09-28,27.899059469225108,74.45869532455924,427.58562609766824,2.7204728264940363,3.0530994089006738
2023-09-28,33.2735431781835,24.191460251246724,425.8673776792567,2.430959953486343,2.9460019039885386
2023-09-28,88.84145404955251,-56.91857278858886,393.8871306806753,-0.3271660043477758,1.5078659197693964
2023-09-28,16.11236919476812,33.991750287207196,435.21588926454456,3.3127427225425956,3.3542909709318622
2023-09-29,47.08593518602751,111.13675814533713,416.2667697523206,1.7429894452532757,2.655687641150718
2023-09-29,-84.89699203577099,132.6320564988972,398.34781515696955,-0.13798247033666783,1.6382326746078628
2023-09-29,-8.164931054832891,-28.791438878872384,434.76727176199626,3.677719046083141,3.6461082644487917
2023-09-29,62.47399794961444,172.2894208922384,412.9866663719666,0.9731320497229118,2.2255467436858245
2023-09-29,-34.65122902926544,-173.12975554366187,423.6872283175998,2.3488170175544796,2.881288348063049
2023-09-29,-68.71850793655504,31.02555382187049,406.39501064161635,0.6678226389693243,2.163200803449965
2023-09-29,27.899059469225108,74.45869532455924,426.2963592066159,2.7132920385622064,3.166785294711616
2023-09-29,33.2735431781835,24.191460251246724,422.9714065593225,2.4188793741255186,2.979029704658155
2023-09-29,88.84145404955251,-56.91857278858886,396.5997443645412,-0.34543449867272125,1.6143073663809853
2023-09-29,16.11236919476812,33.991750287207196,434.58386545873066,3.307574425491761,3.373148335910607
2023-09-30,47.08593518602751,111.13675814533713,413.4096770032072,1.7488228463023063,2.61000741232089
2023-09-30,-84.89699203577099,132.6320564988972,398.1892294894809,-0.1463779725586165,1.6389680635948511
2023-09-30,-8.164931054832891,-28.791438878872384,434.9372151906463,3.6911470749861173,3.5336448531181035
2023-09-30,62.47399794961444,172.2894208922384,409.0464711683597,0.9820456175197952,2.265427066973352
2023-09-30,-34.65122902926544,-173.12975554366187,423.33129961532126,2.3808309177504063,2.964429784405711
2023-09-30,-68.71850793655504,31.02555382187049,407.28298072702097,0.6721474437798965,2.0758836509796557
2023-09-30,27.899059469225108,74.45869532455924,429.09529035471405,2.6951137655970694,3.1366931488444343
2023-09-30,33.2735431781835,24.191460251246724,419.3733289975176,2.43936491533815,2.896263381878945
2023-09-30,88.84145404955251,-56.91857278858886,398.78610981528476,-0.34855505708134327,1.5534055762758723
2023-09-30,16.11236919476812,33.991750287207196,436.37918877652163,3.2908335798793553,3.308417921201413
2023-10-01,47.08593518602751,111.13675814533713,418.3032727388553,1.7422878771303107,2.583468457984109
2023-10-01,-84.89699203577099,132.6320564988972,396.6268466794927,-0.14177982863335123,1.7217421877537986
2023-10-01,-8.164931054832891,-28.791438878872384,435.1618332998515,3.6759296253065465,3.612673850769956
2023-10-01,62.47399794961444,172.2894208922384,411.76698051646247,0.9634931509981057,2.384104312210269
2023-10-01,-34.65122902926544,-173.12975554366187,423.71947157823433,2.358145797260174,2.9525560321426965
2023-10-01,-68.71850793655504,31.02555382187049,406.26394478513635,0.6632864451301381,2.098035198320073
2023-10-01,27.899059469225108,74.45869532455924,425.62167317479793,2.7119443372495438,3.264624589798376
2023-10-01,33.2735431781835,24.191460251246724,426.8836687989189,2.427417173032676,3.0190699697341965
2023-10-01,88.84145404955251,-56.91857278858886,395.1858412340087,-0.34087978871121677,1.5837393437512786
2023-10-01,16.11236919476812,33.991750287207196,432.62801896472956,3.2966667996077983,3.3211546487939247
2023-10-02,47.08593518602751,111.13675814533713,416.1410909605527,1.7544474614283605,2.651665274733945
2023-10-02,-84.89699203577099,132.6320564988972,399.81467740603694,-0.1385784672979139,1.670772949628715
2023-10-02,-8.164931054832891,-28.791438878872384,434.31521085842064,3.665633684513598,3.6373481565531516
2023-10-02,62.47399794961444,172.2894208922384,409.9089887678921,0.966512100609162,2.2198282883063984
2023-10-02,-34.65122902926544,-173.12975554366187,422.4041398739675,2.3647925428754575,2.971381315978693
2023-10-02,-68.71850793655504,31.02555382187049,405.5631329620006,0.6569411367004568,2.0379639529543585
2023-10-02,27.899059469225108,74.45869532455924,426.0885775204278,2.7003676644341623,3.0347143837712083
2023-10-02,33.2735431781835,24.191460251246724,424.86637889485155,2.4653603354225777,2.9343686719731856
2023-10-02,88.84145404955251,-56.91857278858886,401.06005927211027,-0.35108284665760503,1.5625980917378015
2023-10-02,16.11236919476812,33.991750287207196,430.4850787134939,3.288638863854847,3.3443983275269846
2023-10-03,47.08593518602751,111.13675814533713,417.2596430187563,1.7309109395019404,2.6913709309031137
2023-10-03,-84.89699203577099,132.6320564988972,391.75892669779813,-0.14259127728959117,1.672273635662799
2023-10-03,-8.164931054832891,-28.791438878872384,437.21536439898273,3.69563975958232,3.653277860947293
2023-10-03,62.47399794961444,172.2894208922384,405.2064103218951,0.9858237722993998,2.2288588749608356
2023-10-03,-34.65122902926544,-173.12975554366187,423.5186591710753,2.3695652342729843,3.001302842232107
2023-10-03,-68.71850793655504,31.02555382187049,405.4195893565152,0.6470563829450642,2.0869760844487613
2023-10-03,27.899059469225108,74.45869532455924,423.78996208234065,2.7073528732066596,3.1218441155642553
2023-10-03,33.2735431781835,24.191460251246724,420.0728901264556,2.4464418329791324,3.001302133342905
2023-10-03,88.84145404955251,-56.91857278858886,396.67683626004015,-0.34091824482303806,1.4337675010452142
2023-10-03,16.11236919476812,33.991750287207196,435.22918621823675,3.2977070227542185,3.3060420745653385
2023-10-04,47.08593518602751,111.13675814533713,416.81601450552694,1.7554809929791717,2.630623344118619
2023-10-04,-84.89699203577099,132.6320564988972,394.36401209811225,-0.14081776499797125,1.6917038431869205
2023-10-04,-8.164931054832891,-28.791438878872384,436.92522193368376,3.6904576670672866,3.5852931889430324
2023-10-04,62.47399794961444,172.2894208922384,409.000487708523,0.9805777694772786,2.2435870773958717
2023-10-04,-34.65122902926544,-173.12975554366187,424.1669727303739,2.3597938103742067,2.9555617425163887
2023-10-04,-68.71850793655504,31.02555382187049,401.9715486580183,0.6842062103660183,2.166783992723006
2023-10-04,27.899059469225108,74.45869532455924,425.2940255904312,2.706552897038856,3.1515292230469627
2023-10-04,33.2735431781835,24.191460251246724,422.5822196114095,2.4523646873337155,2.9486011863976564
2023-10-04,88.84145404955251,-56.91857278858886,396.50986243567473,-0.35656099813638276,1.612502297703017
2023-10-04,16.11236919476812,33.991750287207196,430.4529763366318,3.2970156336441305,3.4098344949971695
2023-10-05,47.08593518602751,111.13675814533713,413.6743934929427,1.7448342894285689,2.496486675586402
2023-10-05,-84.89699203577099,132.6320564988972,399.2007111938707,-0.14389825336004372,1.7117848501694168
2023-10-05,-8.164931054832891,-28.791438878872384,436.4664557098252,3.707151596453784,3.6610841966583685
2023-10-05,62.47399794961444,172.2894208922384,409.510691831177,0.9764371283879855,2.2627592818364186
2023-10-05,-34.65122902926544,-173.12975554366187,421.83580872272404,2.370033315677337,2.9554086622867044
2023-10-05,-68.71850793655504,31.02555382187049,404.7346876856558,0.6709634468425053,2.1147152145188324
2023-10-05,27.899059469225108,74.45869532455924,426.3399608703723,2.716670055706477,3.0165094427438834
2023-10-05,33.2735431781835,24.191460251246724,421.40954271805913,2.446829857627242,3.0632869661480613
2023-10-05,88.84145404955251,-56.91857278858886,394.1581352405688,-0.34220234974124497,1.5558785430249822
2023-10-05,16.11236919476812,33.991750287207196,432.7361735397771,3.3073175251734592,3.3889313196957422
2023-10-06,47.08593518602751,111.13675814533713,414.5304711024725,1.7389557094411185,2.6241538201230226
2023-10-06,-84.89699203577099,132.6320564988972,398.61043843899904,-0.14364028499966147,1.6874345323409208
2023-10-06,-8.164931054832891,-28.791438878872384,435.30789158533247,3.7070926981664143,3.583850529847536
2023-10-06,62.47399794961444,172.2894208922384,407.72276789119525,0.9905225934505404,2.2844145812417334
2023-10-06,-34.65122902926544,-173.12975554366187,418.1692753829033,2.3626074046367096,2.8435923668487755
2023-10-06,-68.71850793655504,31.02555382187049,406.153322296828,0.6705085098005354,2.0942517416064983
2023-10-06,27.899059469225108,74.45869532455924,427.2753691498691,2.701712855228298,3.1200497733731813
2023-10-06,33.2735431781835,24.191460251246724,420.6930185219102,2.4406318794346,3.0514111904274355
2023-10-06,88.84145404955251,-56.91857278858886,394.8770078303968,-0.3304154410197287,1.4971764422974063
2023-10-06,16.11236919476812,33.991750287207196,431.35564232616184,3.2843306570685504,3.4444900291974996
2023-10-07,47.08593518602751,111.13675814533713,416.3713081871318,1.7255364090114387,2.63496622197017
2023-10-07,-84.89699203577099,132.6320564988972,397.51520667152283,-0.14193122992386772,1.5990845925980122
